,epoch,loss,train acc,test acc,time
0,1,0.012584443905471284,0.5627572016460906,0.684931506849315,3.7674009799957275
1,2,0.007614864917939583,0.8076131687242798,0.7191780821917808,0.17689967155456543
2,3,0.005536219419397935,0.904320987654321,0.7315068493150685,0.1762251853942871
3,4,0.003854739445227164,0.9557613168724279,0.7397260273972602,0.1752302646636963
4,5,0.003207551859656479,0.9681069958847737,0.7424657534246575,0.1749567985534668
5,6,0.002560893349625446,0.9763374485596708,0.7561643835616438,0.17697930335998535
6,7,0.0018859947897463178,0.992798353909465,0.7493150684931507,0.16228604316711426
7,8,0.001603321482737859,0.9907407407407407,0.7520547945205479,0.15998601913452148
8,9,0.0014976861009013997,0.9938271604938271,0.7575342465753425,0.17323780059814453
9,10,0.0012689209485679497,0.9938271604938271,0.7493150684931507,0.16925597190856934
10,11,0.0010281678388822716,0.9969135802469136,0.7465753424657534,0.16627073287963867
11,12,0.0013100102394359347,0.9948559670781894,0.7397260273972602,0.2665901184082031
12,13,0.0010374446108232065,0.9979423868312757,0.736986301369863,0.1487135887145996
13,14,0.000709666667406451,0.9969135802469136,0.7383561643835617,0.14573359489440918
14,15,0.0006154258122261414,0.9989711934156379,0.7465753424657534,0.14635562896728516
15,16,0.0004785623106292982,0.9989711934156379,0.7438356164383562,0.16201186180114746
16,17,0.0005815334027870693,0.9979423868312757,0.7356164383561644,0.1622908115386963
17,18,0.000493193927715406,0.9989711934156379,0.7397260273972602,0.16200947761535645
18,19,0.00037923336523458545,0.9989711934156379,0.7506849315068493,0.16129088401794434
19,20,0.0006071189006430254,0.9948559670781894,0.7520547945205479,0.16240191459655762
20,21,0.0003234590595365797,1.0,0.7547945205479452,0.1602954864501953
21,22,0.00034852149903988886,0.9989711934156379,0.7589041095890411,0.17423319816589355
22,23,0.00038342766268293797,0.9989711934156379,0.7383561643835617,0.16105341911315918
23,24,0.0005032804118155084,0.9969135802469136,0.7356164383561644,0.15692424774169922
24,25,0.00031845692694647075,1.0,0.7410958904109589,0.16005301475524902
25,26,0.0002461962517803159,0.9989711934156379,0.7452054794520548,0.16691350936889648
26,27,0.00028868505507017726,0.9969135802469136,0.7397260273972602,0.17107486724853516
27,28,0.00020383291019303074,1.0,0.7397260273972602,0.2628140449523926
28,29,0.0002633715767045448,0.9989711934156379,0.7424657534246575,0.1460864543914795
29,30,0.00015960679266893078,0.9989711934156379,0.7397260273972602,0.15830302238464355
30,31,0.00016888657320336794,1.0,0.7561643835616438,0.14537310600280762
31,32,0.00018240032150360292,1.0,0.7493150684931507,0.1640772819519043
32,33,0.0001591805904268176,0.9989711934156379,0.7438356164383562,0.16228699684143066
33,34,0.00016590049360982247,0.9989711934156379,0.7397260273972602,0.16129136085510254
34,35,0.00017549519315975193,1.0,0.7410958904109589,0.16240310668945312
35,36,0.0001745872643159189,0.9989711934156379,0.7479452054794521,0.16195464134216309
36,37,0.0001674666030642887,0.9989711934156379,0.7479452054794521,0.16029620170593262
37,38,0.00015445956490826583,1.0,0.7342465753424657,0.15958333015441895
38,39,0.00026110495362093543,0.9979423868312757,0.7438356164383562,0.16029644012451172
39,40,0.00030506345890883986,0.9948559670781894,0.7452054794520548,0.15929865837097168
40,41,0.0005341873086467692,0.992798353909465,0.7493150684931507,0.15897274017333984
41,42,0.0003734049083063295,0.9917695473251029,0.7547945205479452,0.1580812931060791
42,43,0.00046918419699487374,0.9938271604938271,0.7301369863013699,0.1682600975036621
43,44,0.00029557897879860896,0.9969135802469136,0.7301369863013699,0.24681663513183594
44,45,0.0003065579123373446,0.9958847736625515,0.7410958904109589,0.16925597190856934
45,46,0.00039417117857086807,0.9948559670781894,0.7164383561643836,0.15031766891479492
46,47,0.0005361998847536282,0.9958847736625515,0.7219178082191781,0.14735150337219238
47,48,0.0005694565369456301,0.9907407407407407,0.7068493150684931,0.16094374656677246
48,49,0.0005210097677959704,0.9886831275720165,0.6958904109589041,0.16328215599060059
49,50,0.0007985369910758157,0.9845679012345679,0.7068493150684931,0.1629936695098877
50,51,0.0013419141745723692,0.9825102880658436,0.7246575342465753,0.16228628158569336
51,52,0.0022967182743696517,0.9742798353909465,0.7287671232876712,0.164046049118042
52,53,0.0012467446786815248,0.9742798353909465,0.7191780821917808,0.16353845596313477
53,54,0.0010300595016283875,0.977366255144033,0.7013698630136986,0.16306185722351074
54,55,0.0008485271919273423,0.9794238683127572,0.7054794520547946,0.16207480430603027
55,56,0.0005708497454538757,0.9876543209876543,0.7041095890410959,0.15968799591064453
56,57,0.0005639961210688875,0.9886831275720165,0.7068493150684931,0.16109347343444824
57,58,0.00045372413158983974,0.992798353909465,0.7136986301369863,0.17224359512329102
58,59,0.00022232841121592393,0.9969135802469136,0.6958904109589041,0.17198920249938965
59,60,0.001075078340663111,0.992798353909465,0.7068493150684931,0.26561975479125977
60,61,0.0007564994820811376,0.9917695473251029,0.7136986301369863,0.15700197219848633
61,62,0.0009959977294544502,0.9886831275720165,0.7301369863013699,0.15830397605895996
62,63,0.0011590861661719932,0.9845679012345679,0.7342465753424657,0.152329683303833
63,64,0.0004567678542539416,0.9897119341563786,0.7342465753424657,0.16304373741149902
64,65,0.0005100407721973005,0.992798353909465,0.7328767123287672,0.16407203674316406
65,66,0.0005981003283043948,0.9907407407407407,0.7424657534246575,0.163283109664917
66,67,0.0003501019666235848,0.9938271604938271,0.7397260273972602,0.16328096389770508
67,68,0.00043776212427803455,0.9897119341563786,0.7356164383561644,0.16144108772277832
68,69,0.00037735613223947124,0.992798353909465,0.7383561643835617,0.1632833480834961
69,70,0.0002249183997736071,0.9989711934156379,0.7424657534246575,0.16316652297973633
70,71,0.0003309905631544352,0.9979423868312757,0.7410958904109589,0.16129088401794434
71,72,0.00018710360422523486,0.9989711934156379,0.7452054794520548,0.1600341796875
72,73,0.00014701119356754202,0.9989711934156379,0.7315068493150685,0.1593010425567627
73,74,0.00018563885730403808,0.9979423868312757,0.7328767123287672,0.1668097972869873
74,75,0.0005094087203588996,0.9969135802469136,0.7383561643835617,0.16646933555603027
75,76,0.00028735064420419836,0.9948559670781894,0.7342465753424657,0.2648355960845947
76,77,0.0005155297409677916,0.9917695473251029,0.7452054794520548,0.16103553771972656
77,78,0.00016627033047546697,0.9969135802469136,0.7410958904109589,0.14934372901916504
78,79,0.00016412880284129164,1.0,0.7287671232876712,0.14611220359802246
79,80,0.0001256284426127411,0.9989711934156379,0.7383561643835617,0.16366314888000488
80,81,0.00010314582161501878,1.0,0.7452054794520548,0.163283109664917
81,82,0.00012160405907549976,0.9989711934156379,0.736986301369863,0.16303730010986328
82,83,0.00015275094130195278,0.9969135802469136,0.7342465753424657,0.16304516792297363
83,84,0.00014045654894034819,0.9969135802469136,0.7301369863013699,0.16129136085510254
84,85,0.000221583198295109,0.9979423868312757,0.7452054794520548,0.16202163696289062
85,86,0.0001513258898496597,1.0,0.7465753424657534,0.16209793090820312
86,87,0.0001270881233115991,1.0,0.7493150684931507,0.16209053993225098
87,88,0.00023478251276346147,0.9969135802469136,0.7465753424657534,0.15929961204528809
88,89,0.000300515026650334,0.9969135802469136,0.7246575342465753,0.15900874137878418
89,90,0.00014088248727180125,0.9989711934156379,0.7219178082191781,0.17195510864257812
90,91,0.00025642692344263196,0.9969135802469136,0.7205479452054795,0.16925573348999023
91,92,0.00047386561208040504,0.9897119341563786,0.7013698630136986,0.2534487247467041
92,93,0.0002495540153147047,0.9969135802469136,0.7041095890410959,0.16925573348999023
93,94,0.00054382713230848,0.9886831275720165,0.7452054794520548,0.15590262413024902
