,epoch,loss,train acc,test acc,time
0,1,0.012357259385379744,0.5695473251028806,0.4978386167146974,0.2240142822265625
1,2,0.007498531012868685,0.8024691358024691,0.5136887608069164,0.259458065032959
2,3,0.00541535397615943,0.8864197530864197,0.5259365994236311,0.2160496711730957
3,4,0.004012476539415587,0.9390946502057613,0.5288184438040345,0.2240152359008789
4,5,0.0033242967516306497,0.9596707818930041,0.531700288184438,0.25560808181762695
5,6,0.0026611338856288927,0.974485596707819,0.5302593659942363,0.21581387519836426
6,7,0.002070325582361025,0.9860082304526749,0.5309798270893372,0.21505355834960938
7,8,0.0017995677551124322,0.9901234567901235,0.526657060518732,0.27556324005126953
8,9,0.001534787645187888,0.9917695473251029,0.5230547550432276,0.21791434288024902
9,10,0.0012442515373475268,0.9925925925925926,0.5280979827089337,0.21374964714050293
10,11,0.001100853585289339,0.994238683127572,0.5187319884726225,0.2757863998413086
11,12,0.00112300822089729,0.9958847736625515,0.5165706051873199,0.21903681755065918
12,13,0.0008994363524295665,0.9925925925925926,0.5345821325648416,0.21553349494934082
13,14,0.000703589796038812,0.9950617283950617,0.526657060518732,0.2745020389556885
14,15,0.0007262885187265804,0.9958847736625515,0.5230547550432276,0.2160494327545166
15,16,0.0005721487150883969,0.9983539094650206,0.5237752161383286,0.21405863761901855
16,17,0.0004890657555112623,1.0,0.5259365994236311,0.27132201194763184
17,18,0.0004115178276604586,0.9991769547325103,0.526657060518732,0.21704530715942383
18,19,0.0004041125986403153,0.9991769547325103,0.5252161383285303,0.2151641845703125
19,20,0.00038637122399951695,0.9991769547325103,0.5252161383285303,0.27080869674682617
20,21,0.0005008746291138999,0.9975308641975309,0.5079250720461095,0.21505355834960938
21,22,0.00034085355484436567,1.0,0.520893371757925,0.21484971046447754
22,23,0.00028985034436784655,0.9991769547325103,0.5244956772334294,0.27582740783691406
23,24,0.0003813738551435402,0.9983539094650206,0.5201729106628242,0.21704435348510742
24,25,0.0003678633413687655,0.9975308641975309,0.531700288184438,0.21282029151916504
25,26,0.0003289679141998782,0.9983539094650206,0.5288184438040345,0.2726173400878906
26,27,0.0003445178182190092,0.9950617283950617,0.5165706051873199,0.2167799472808838
27,28,0.00027848695416325404,0.9967078189300411,0.5237752161383286,0.2160496711730957
28,29,0.00032172273583863496,0.9975308641975309,0.5180115273775217,0.26682591438293457
29,30,0.00041550429664368246,0.994238683127572,0.5180115273775217,0.2147359848022461
30,31,0.00035501675097724045,0.9958847736625515,0.5165706051873199,0.21573615074157715
